OID_,src_GEOID10,nbr_GEOID10,LENGTH,NODE_COUNT
74,42001220,42001230,1097.988025683632031,0
75,42001220,42001240,1073.429155294506700,0
76,42001220,42001440,973.201949934883942,0
77,42001230,42001110,1561.431524748528318,0
78,42001230,42001130,2247.714480608706253,0
79,42001230,42001140,158.778226861967454,0
80,42001230,42001220,1097.988025683632031,0
81,42001230,42001240,1112.391570791317008,0
82,42001240,42001120,1218.200572234407218,0
83,42001240,42001140,2125.086979751098625,0
84,42001240,42001220,1073.429155294506700,0
85,42001240,42001230,1112.391570791317008,0
86,42001260,4200110,246.356919220143112,0
87,42001260,42001150,1734.451006268566744,0
