OID_,src_GEOID10,nbr_GEOID10,LENGTH,NODE_COUNT
14142,42019610,42019190,1744.231842812866489,0
14143,42019610,42019330,0.000000000000000,1
14144,42019610,42019440,7981.889342922233482,0
14145,42019610,42019550,3585.109735808297955,0
14146,42019610,42019600,8154.883659736123263,0
14147,42019610,42019PR87,0.000000000000000,1
14148,42019620,42019420,6587.100912060198425,0
14149,42019630,42019570,8381.755732869394706,0
14150,42019640,42019330,3556.171742370026095,0
14151,42019640,42019450,8147.894799057529781,0
14152,42019640,42019510,0.000000000000000,1
14153,42019640,42019570,3162.542700181225882,0
14154,42019650,42019310,1234.057329789917731,0
14155,42019650,42019545,2279.310232822628677,0
14156,42019650,42019555,4629.013082120105537,0
14157,42019660,420035790,69.797599941933981,0
14158,42019660,42019355,2362.627360178209528,0
14159,42019660,42019356,6155.651534055670709,0
14160,42019660,42019PR85,1492.337297699110195,0
14161,42019670,42019260,7917.559805696060721,0
14162,42019670,4201930,5335.372247323120064,0
14163,42019670,42019520,0.000000000000000,1
14164,42019670,42019540,7295.289574904280016,0
14165,42019670,42019680,11978.980177892881329,0
14166,42019670,42019740,3157.055043887723514,0
14167,42019670,42019770,5803.513043624623606,0
14168,42019670,42073770,581.153757219683939,0
14169,42019670,42085550,4165.973676602909109,0
14170,42019680,42019670,11978.980177892881329,0
14171,42019690,42019160,1412.195577773275545,0
14172,42019690,42019180,1691.290276913040088,0
14173,42019690,42019240,0.000000000000000,1
14174,42019690,42019300,4329.371969953269399,0
14175,42019690,42019380,0.000000000000000,1
14176,42019690,42019390,7975.491193673582529,0
14177,42019690,42019580,7820.762470910698539,0
14178,42019690,42019700,8836.090511935241011,0
14179,42019700,42019160,4751.216027059094813,0
14180,42019700,42019300,3634.988015705043836,0
14181,42019700,42019545,6538.343265300933126,0
14182,42019700,42019555,1161.147297723679685,0
14183,42019700,42019600,0.000000000000000,1
14184,42019700,42019690,8836.090511935241011,0
14185,42019700,42019760,12.508887928995170,0
14186,42019710,420035800,83.853687906571579,0
14187,42019710,42003E300,1453.973348317345199,0
14188,42019710,42019PR87,2967.314791015172432,0
14189,42019720,4201920,3091.052276839590832,0
14190,42019720,42019260,0.000000000000000,1
14191,42019720,42019270,5466.951090491223113,0
14192,42019720,42019400,4042.614638224272312,0
14193,42019720,42019520,8038.053854010475334,0
14194,42019720,42019590,0.000000000000000,1
14195,42019720,42019730,8037.736263469794721,0
14196,42019720,4212150,5290.127165939756196,0
14197,42019720,42121660,699.162648906889444,0
14198,42019730,4201920,0.000000000000000,1
14199,42019730,42019260,8079.586214565853879,0
14200,42019730,42019290,0.000000000000000,1
14201,42019730,42019320,8044.247022133322389,0
14202,42019730,42019420,0.000000000000000,1
14203,42019730,42019520,0.000000000000000,1
14204,42019730,42019590,8070.924367200842426,0
14205,42019730,42019720,8037.736263469794721,0
14206,42019740,4201930,11227.095241544273449,0
14207,42019740,42019670,3157.055043887723514,0
14208,42019740,42019770,4396.020511372932560,0
14209,42019750,42019290,2262.995271664415213,0
14210,42019760,42005500,3685.937755379237387,0
14211,42019760,42005660,3556.043924821847213,0
14212,42019760,42005720,775.314673119072154,0
14213,42019760,42019300,7721.182405719955568,0
14214,42019760,42019310,0.000000000000000,1
14215,42019760,4201950,7998.843532548012263,0
14216,42019760,42019545,8030.428725833307908,0
14217,42019760,42019700,12.508887928995170,0
14218,42019770,4201930,3927.613246438093029,0
14219,42019770,42019450,271.194262703745494,0
14220,42019770,42019570,14180.269261523264504,0
14221,42019770,42019670,5803.513043624623606,0
14222,42019770,42019740,4396.020511372932560,0
14223,42019770,42073770,4743.444017511473248,0
14224,42019770,42073810,4307.920596690907587,0
14225,42019770,42073880,2474.920339177101596,0
14226,4201980,42019100,486.208161781157116,0
14227,4201980,42019160,4330.052577821843443,0
14228,4201980,4201990,1616.515383815378982,0
14229,42019845,42019460,1131.597553543941558,0
14230,42019845,42019480,3070.673538008261858,0
14231,42019845,42019855,1097.267630432706028,0
14232,42019845,42019865,899.828133788057471,0
14233,42019855,420071080,1227.369267033661345,0
14234,42019855,42019480,2168.725268238207718,0
14235,42019855,42019845,1097.267630432706028,0
14236,42019855,42019865,1863.387245890662143,0
14237,42019865,420071080,127.601705159413513,0
14238,42019865,42007770,1344.195618736642928,0
14239,42019865,42019480,1616.660743363082020,0
14240,42019865,42019845,899.828133788057471,0
14241,42019865,42019855,1863.387245890662143,0
14242,4201990,42019100,739.525956523537729,0
14243,4201990,42019110,406.915276619395627,0
14244,4201990,42019120,1047.002154902497523,0
14245,4201990,42019130,67.986582926391833,0
14246,4201990,42019160,846.919521035323328,0
14247,4201990,42019180,599.763900019896937,0
14248,4201990,4201980,1616.515383815378982,0
14249,42019PR85,420035790,2023.927196841020532,0
14250,42019PR85,420035800,0.000000000000000,1
14251,42019PR85,42019355,1767.987440180296744,0
14252,42019PR85,42019356,1082.089656583016676,0
14253,42019PR85,42019530,385.876556542510912,0
14254,42019PR85,42019660,1492.337297699110195,0
14255,42019PR85,42019PR86,4733.629169569071564,0
14256,42019PR85,42019PR87,2850.275214994538146,0
14257,42019PR86,42019230,2963.134626028662296,0
14258,42019PR86,42019351,1447.934431183426796,0
14259,42019PR86,42019355,3888.401871146279063,0
14260,42019PR86,42019440,1200.978313099388970,0
14261,42019PR86,42019530,2641.623703693937841,0
14262,42019PR86,42019PR85,4733.629169569071564,0
14263,42019PR86,42019PR87,4192.786259060512748,0
14264,42019PR87,420035790,0.000000000000000,1
14265,42019PR87,420035800,3478.503010844294295,0
14266,42019PR87,42003E300,1055.979140231544534,0
14267,42019PR87,42019230,1120.871571173307757,0
14268,42019PR87,42019440,5644.034513180418799,0
14269,42019PR87,42019530,3204.233068868823466,0
14270,42019PR87,42019550,5481.081235483972705,0
14271,42019PR87,42019560,3288.237118393304172,0
14272,42019PR87,42019610,0.000000000000000,1
14273,42019PR87,42019710,2967.314791015172432,0
14274,42019PR87,42019PR85,2850.275214994538146,0
14275,42019PR87,42019PR86,4192.786259060512748,0
14276,4202110,42009220,3494.294917463594174,0
14277,4202110,42009380,509.010265068009630,0
14278,4202110,420211765,9412.450466100672202,0
14279,4202110,4202130,9277.768019588247626,0
14280,4202110,42021370,3739.258909321316878,0
14281,4202110,4202160,6171.783324291286590,0
14282,4202110,4202170,2853.371270964545147,0
14283,4202110,42111380,2335.658683895917875,0
14284,420211015,420211105,601.873289293155040,0
14285,420211015,420211165,126.139469643271141,0
14286,420211015,420211255,624.998068370734700,0
14287,420211015,420211920,707.647189736037603,0
14288,420211015,42021711,517.096288574195000,0
14289,420211015,42021990,462.798357935062256,0
14290,420211035,420211045,289.501369248009212,0
14291,420211035,420211075,813.254083256096692,0
14292,420211035,42021845,184.195821383734426,0
14293,420211035,42021870,495.145869394943020,0
14294,420211035,42021PR173,1077.327119048065697,0
14295,420211045,420211035,289.501369248009212,0
14296,420211045,420211075,723.589463361282355,0
14297,420211045,420211710,420.754383738294678,0
14298,420211045,42021570,147.355703260716979,0
14299,420211045,42021PR173,472.362914439652059,0
14300,420211055,420211700,3078.504341103731349,0
14301,420211055,420211730,970.406760868639367,0
14302,420211055,42021390,1556.729271282919399,0
14303,420211055,42021405,1594.814344368011689,0
14304,420211055,42021765,384.298636092579102,0
14305,420211055,42021PR173,197.503284354933328,0
14306,420211075,420211035,813.254083256096692,0
14307,420211075,420211045,723.589463361282355,0
14308,420211075,42021570,360.289325011338860,0
14309,420211075,42021870,1566.257712865260146,0
14310,420211105,420211015,601.873289293155040,0
14311,420211105,420211125,948.076701581993689,0
14312,420211105,420211155,331.223184600340687,0
14313,420211105,420211165,274.860817349524893,0
14314,420211105,420211255,2478.199449027761148,0
14315,420211125,420211105,948.076701581993689,0
14316,420211125,420211155,1021.891793533875330,0
14317,420211125,420211240,424.341943973793491,0
14318,420211125,420211255,135.186928480522369,0
14319,420211145,420211155,391.671806396300269,0
14320,420211145,420211165,2051.441367872414048,0
14321,420211145,420211190,362.534522178608938,0
14322,420211145,420211240,1691.519865585697744,0
14323,420211145,420211920,688.255949493344133,0
14324,420211155,420211105,331.223184600340687,0
14325,420211155,420211125,1021.891793533875330,0
14326,420211155,420211145,391.671806396300269,0
14327,420211155,420211165,1300.603833849128705,0
14328,420211155,420211240,331.788514276583669,0
14329,420211165,420211015,126.139469643271141,0
14330,420211165,420211105,274.860817349524893,0
14331,420211165,420211145,2051.441367872414048,0
14332,420211165,420211155,1300.603833849128705,0
14333,420211165,420211190,890.725990102601031,0
14334,420211165,420211920,635.149096849870944,0
14335,420211190,420211145,362.534522178608938,0
14336,420211190,420211165,890.725990102601031,0
14337,420211190,420211920,2260.040720341823544,0
14338,420211200,420211210,1406.119765660695521,0
14339,420211200,420211890,2512.884984272327983,0
14340,420211210,420211200,1406.119765660695521,0
14341,420211210,420211890,2810.006222250985957,0
14342,420211220,420211720,1319.860264321103386,0
14343,420211220,420211730,1737.314061560567552,0
14344,420211220,42021PR173,1415.643254375027027,0
14345,420211230,4202180,6378.834718066930691,0
14346,420211240,420211125,424.341943973793491,0
14347,420211240,420211145,1691.519865585697744,0
14348,420211240,420211155,331.788514276583669,0
14349,420211240,420211255,4157.069862498879047,0
14350,420211240,420211830,4700.526768364685267,0
14351,420211240,420211920,5040.392083313277908,0
14352,420211240,420211980,126.176772608491603,0
14353,420211240,42021730,28.981751968095381,0
14354,420211240,421292700,3673.719346141497226,0
14355,420211240,421292710,6659.916495837803268,0
14356,420211255,420211015,624.998068370734700,0
14357,420211255,420211105,2478.199449027761148,0
14358,420211255,420211125,135.186928480522369,0
14359,420211255,420211240,4157.069862498879047,0
14360,420211255,420211265,5189.393180597828177,0
14361,420211255,42021175,1364.253520083571630,0
14362,420211255,420211930,547.275182561906490,0
14363,420211255,420211980,2196.235232336517583,0
14364,420211255,42021711,249.599054302138029,0
14365,420211265,420211255,5189.393180597828177,0
14366,420211265,42021175,929.801577730568624,0
14367,420211265,420211930,1195.301383538908112,0
14368,420211265,420211950,3909.347992311392773,0
14369,420211265,420211980,552.317587383513910,0
14370,420211280,420211920,7463.697363834215139,0
14371,420211280,42021490,3789.583287645054952,0
14372,420211280,42021510,1385.071341723338719,0
14373,420211280,42021710,2470.628438883980834,0
14374,420211280,42021730,289.040993221715723,0
14375,420211280,42021990,3686.415175021274990,0
14376,420211290,420211360,2824.547553756119214,0
14377,420211290,420211760,1127.679082156236746,0
14378,420211290,420211890,2433.857142776646469,0
14379,420211290,42021220,8364.398587537103595,0
14380,420211290,42021315,2007.198228161960287,0
14381,420211290,42021325,2247.014555957979610,0
14382,420211290,4202180,6186.778682910097814,0
14383,42021130,42021140,6217.945315626271622,0
14384,42021130,420211785,1510.212917652993156,0
14385,42021130,42063365,3068.989187555305762,0
14386,42021130,42063550,1074.874814303499306,0
14387,420211300,420211310,1672.436414546098831,0
14388,420211300,420211311,1899.208326066358723,0
14389,420211300,42021165,0.000000000000000,1
14390,420211300,42021720,1470.600957088865925,0
14391,420211300,42021PR164,417.212987319013905,0
14392,420211310,420211300,1672.436414546098831,0
14393,420211310,42021165,0.000000000000000,1
14394,420211310,42021720,2460.684205315151303,0
14395,420211310,42021PR164,443.340596864030431,0
14396,420211311,420211300,1899.208326066358723,0
14397,420211311,42021165,3821.578436089168918,0
14398,420211311,42021720,0.000000000000000,1
14399,420211311,42021PR164,1909.926211805181765,0
14400,420211331,420211333,1993.438178553047464,0
14401,420211331,420211337,2712.888063763050013,0
14402,420211331,420211785,2324.098959480811118,0
14403,420211333,420211331,1993.438178553047464,0
14404,420211333,420211335,247.131048018786998,0
14405,420211333,420211337,27.233499422420355,0
14406,420211333,420211785,2203.599109359150134,0
14407,420211333,420211800,898.589195509109118,0
14408,420211335,420211333,247.131048018786998,0
14409,420211335,420211337,1417.221483184072667,0
14410,420211335,420211339,2563.553128329591345,0
14411,420211335,42021140,4194.639572012946701,0
14412,420211335,420211800,1107.910874244866136,0
14413,420211337,420211331,2712.888063763050013,0
14414,420211337,420211333,27.233499422420355,0
14415,420211337,420211335,1417.221483184072667,0
14416,420211337,42021140,589.810766794462552,0
14417,420211337,420211785,1760.643252523574802,0
14418,420211339,420211335,2563.553128329591345,0
14419,420211339,42021140,2475.102612101862178,0
14420,420211339,420211800,3555.193762150702241,0
14421,420211339,420211900,377.274366000021018,0
14422,420211340,420211350,1565.420714754501887,0
14423,420211340,42021260,887.662641204196234,0
14424,420211340,42021280,1102.037809917310369,0
14425,420211340,42021430,394.923511139168113,0
14426,420211340,42021560,1353.484808123712810,0
14427,420211350,420211340,1565.420714754501887,0
14428,420211350,42021280,2502.927506565941258,0
14429,420211350,42021430,3859.094925677807623,0
14430,420211360,420211290,2824.547553756119214,0
14431,420211360,420211370,5335.460955746475520,0
14432,420211360,420211380,1626.892011733066511,0
14433,420211360,420211385,838.352610505491043,0
14434,420211360,420211760,5386.831918871856033,0
14435,420211360,420211890,5301.664464558929467,0
14436,420211360,42021250,685.165173649265853,0
14437,420211370,42013580,1379.583980252774154,0
14438,420211370,42013690,4216.916666437673484,0
14439,420211370,420211360,5335.460955746475520,0
14440,420211370,420211380,8726.783529096277562,0
14441,420211370,420211385,165.178227770069952,0
14442,420211370,420211395,2080.119360210883315,0
14443,420211370,420211405,0.000000000000000,1
14444,420211370,420211890,5145.267778435089895,0
14445,420211380,42013580,1955.542324155811684,0
14446,420211380,420211360,1626.892011733066511,0
14447,420211380,420211370,8726.783529096277562,0
14448,420211380,420211385,1082.121098757089612,0
14449,420211380,420211395,0.000000000000000,1
14450,420211380,420211405,3210.131028861914729,0
14451,420211380,420211760,1750.089852928173059,0
14452,420211380,420211765,8478.469442396291925,0
14453,420211385,420211360,838.352610505491043,0
14454,420211385,420211370,165.178227770069952,0
14455,420211385,420211380,1082.121098757089612,0
14456,420211385,420211395,293.423817879911610,0
14457,420211385,420211405,866.535397246559000,0
14458,420211395,420211370,2080.119360210883315,0
14459,420211395,420211380,0.000000000000000,1
14460,420211395,420211385,293.423817879911610,0
14461,420211395,420211405,554.102298607832722,0
14462,42021140,42021130,6217.945315626271622,0
14463,42021140,420211335,4194.639572012946701,0
14464,42021140,420211337,589.810766794462552,0
14465,42021140,420211339,2475.102612101862178,0
14466,42021140,42021155,9034.419891635672684,0
14467,42021140,420211785,2033.759018822272992,0
14468,42021140,42021190,1063.159567421912925,0
14469,42021140,420211900,4941.861620254381705,0
14470,42021140,420211910,2255.634366510692871,0
14471,42021140,42021210,6476.097842085595403,0
14472,42021140,42063530,2098.846309404791100,0
14473,42021140,42063550,3952.452986445511669,0
14474,420211405,420211370,0.000000000000000,1
14475,420211405,420211380,3210.131028861914729,0
14476,420211405,420211385,866.535397246559000,0
14477,420211405,420211395,554.102298607832722,0
14478,420211435,42013450,4362.076847411906783,0
14479,420211435,42013460,2986.073328513175511,0
14480,420211435,42013840,1983.949118583941299,0
14481,420211435,420211450,13472.961315128331989,0
14482,420211435,420211995,10642.712276685890174,0
14483,420211435,4203310,2672.938333234816582,0
14484,420211435,4203320,5834.227070093418661,0
14485,420211435,42033380,6835.070584055891231,0
14486,420211450,42013450,4739.495881199384712,0
14487,420211450,420211435,13472.961315128331989,0
14488,420211450,420211995,5215.553326538618421,0
14489,420211450,42021280,0.000000000000000,1
14490,420211450,42021420,4769.472690032436731,0
14491,420211470,420211500,634.907607880786486,0
14492,420211470,420211520,1280.271568881251596,0
14493,420211470,420211560,2162.998024560679369,0
14494,420211470,420211570,2055.384590679321263,0
14495,420211470,420211595,549.608650437874076,0
14496,420211470,420211710,86.663382795654428,0
14497,420211470,42111150,4251.955591110548994,0
14498,420211470,42111390,3238.193577953603835,0
14499,420211470,42111420,5.798521523491622,0
14500,420211480,420211520,1494.689667408320474,0
14501,420211480,420211540,1034.020241514208465,0
14502,420211480,420211550,1346.972922775953975,0
14503,420211480,42021660,1560.550247748265065,0
14504,420211490,420211530,5990.698166459128515,0
14505,420211490,420211700,254.235520523018096,0
14506,420211490,42021290,2460.534450364795248,0
14507,420211490,42021300,821.977333574781824,0
14508,420211490,42021310,2526.827625338202779,0
14509,420211490,4202140,1160.594519512155330,0
14510,420211490,4202150,3051.699469966429660,0
14511,420211500,420211470,634.907607880786486,0
14512,420211500,420211550,393.769967234246167,0
14513,420211500,420211560,2397.708739503408196,0
14514,420211500,420211710,244.018853563377775,0
14515,420211500,420211720,2049.935588617214762,0
14516,420211500,42021675,641.325767621348746,0
14517,420211510,420211520,726.129461745488584,0
14518,420211510,420211540,3036.357627051424515,0
14519,420211510,420211570,4352.855635720935425,0
14520,420211510,420211595,1480.014020925036675,0
14521,420211510,4202120,660.202216438955134,0
14522,420211510,4202130,3060.500975781460511,0
14523,420211510,42111400,653.136773290254609,0
14524,420211510,42111650,910.526669328078697,0
14525,420211510,42111670,1209.212126091611935,0
14526,420211520,420211470,1280.271568881251596,0
14527,420211520,420211480,1494.689667408320474,0
14528,420211520,420211510,726.129461745488584,0
14529,420211520,420211540,473.117369873450684,0
14530,420211520,420211550,744.165161516583566,0
14531,420211520,420211560,1984.672716432301058,0
14532,420211520,420211570,2452.478002518820176,0
14533,420211530,420211490,5990.698166459128515,0
14534,420211530,420211540,4076.738995102497938,0
14535,420211530,420211700,1219.670030977910528,0
14536,420211530,4202120,0.000000000000000,1
14537,420211530,4202150,1884.211090163423023,0
14538,420211530,42021660,0.000000000000000,1
14539,420211530,42021675,2790.997092571552912,0
14540,420211540,420211480,1034.020241514208465,0
14541,420211540,420211510,3036.357627051424515,0
14542,420211540,420211520,473.117369873450684,0
14543,420211540,420211530,4076.738995102497938,0
14544,420211540,4202120,2176.423868562629650,0
14545,420211540,4202150,0.000000000000000,1
14546,420211540,42021660,46.914636698016082,0
14547,420211540,42021675,0.000000000000000,1
14548,42021155,42021140,9034.419891635672684,0
14549,42021155,42021165,9004.505864214946996,0
14550,42021155,42021190,362.764502611073681,0
14551,42021155,42021210,4081.850157028566173,0
14552,42021155,42063110,0.000000000000000,1
14553,42021155,42063530,5040.382965065957251,0
14554,420211550,420211480,1346.972922775953975,0
14555,420211550,420211500,393.769967234246167,0
14556,420211550,420211520,744.165161516583566,0
14557,420211550,420211560,1899.386914765535494,0
14558,420211550,42021660,179.400212186553119,0
14559,420211550,42021675,893.696736081380095,0
14560,420211560,420211470,2162.998024560679369,0
14561,420211560,420211500,2397.708739503408196,0
14562,420211560,420211520,1984.672716432301058,0
14563,420211560,420211550,1899.386914765535494,0
14564,420211570,420211470,2055.384590679321263,0
14565,420211570,420211510,4352.855635720935425,0
14566,420211570,420211520,2452.478002518820176,0
14567,420211570,420211595,2190.248630192683777,0
14568,420211580,42021311,626.703416911576255,0
14569,420211580,42021315,3776.831202225960169,0
14570,420211595,420211470,549.608650437874076,0
14571,420211595,420211510,1480.014020925036675,0
14572,420211595,420211570,2190.248630192683777,0
14573,420211595,42111420,1634.945097340643542,0
14574,420211595,42111670,325.163758158479482,0
14575,420211615,420211635,1369.722808564578600,0
14576,420211615,42021310,439.494285643943556,0
14577,420211615,42021365,1915.482418111690549,0
14578,420211615,4202140,179.691926269470400,0
14579,420211615,42021480,142.987119237401174,0
14580,420211615,42021550,85.632216644496367,0
14581,420211635,420211615,1369.722808564578600,0
14582,420211635,42021365,863.195158944839136,0
14583,420211635,4202140,1470.447960954867312,0
14584,42021165,420211300,0.000000000000000,1
14585,42021165,420211310,0.000000000000000,1
14586,42021165,420211311,3821.578436089168918,0
14587,42021165,42021155,9004.505864214946996,0
14588,42021165,420211880,1530.723624464611021,0
14589,42021165,42021210,5181.076613234265096,0
14590,42021165,42021720,12284.581290239118971,0
14591,42021165,42021PR164,1874.414763357118773,0
14592,42021165,42063110,5849.972338375408981,0
14593,42021165,42063530,0.000000000000000,1
14594,420211650,420211660,447.448217170386044,0
14595,420211650,420211670,650.055141559074400,0
14596,420211650,420211860,639.817494888326792,0
14597,420211650,420211870,1442.129382389945476,0
14598,420211660,420211650,447.448217170386044,0
14599,420211660,420211670,818.049347064507288,0
14600,420211660,420211870,714.648171007424480,0
14601,420211660,420211940,1791.425183996643000,0
14602,420211660,42021805,891.102873649307980,0
14603,420211660,42021860,494.940480024362898,0
14604,420211660,42021880,865.879062346218120,0
14605,420211670,420211650,650.055141559074400,0
14606,420211670,420211660,818.049347064507288,0
14607,420211670,420211860,305.646356380987584,0
14608,420211670,420211940,155.473750119808187,0
14609,420211670,420211950,498.621943947464274,0
14610,420211670,420211970,878.676698923827757,0
14611,420211700,420211055,3078.504341103731349,0
14612,420211700,420211490,254.235520523018096,0
14613,420211700,420211530,1219.670030977910528,0
14614,420211700,420211730,1349.061886806338180,0
14615,420211700,42021290,3335.917345323252903,0
14616,420211700,42021390,417.801918119325705,0
14617,420211700,42021675,1071.642881212540033,0
14618,420211710,420211045,420.754383738294678,0
14619,420211710,420211470,86.663382795654428,0
14620,420211710,420211500,244.018853563377775,0
14621,420211710,420211720,2130.208033813202292,0
14622,420211710,420211870,408.601003804945719,0
14623,420211710,42021570,1472.753343151219724,0
14624,420211710,42021580,811.726622500623989,0
14625,420211710,42021PR173,265.209247800897458,0
14626,420211710,42111150,2585.575564773933820,0
14627,420211720,420211220,1319.860264321103386,0
14628,420211720,420211500,2049.935588617214762,0
14629,420211720,420211710,2130.208033813202292,0
14630,420211720,420211730,525.787780916194947,0
14631,420211720,42021675,403.040782594287919,0
14632,420211720,42021PR173,339.406480004480898,0
14633,420211730,420211055,970.406760868639367,0
14634,420211730,420211220,1737.314061560567552,0
14635,420211730,420211700,1349.061886806338180,0
14636,420211730,420211720,525.787780916194947,0
14637,420211730,42021675,910.886488124973994,0
14638,420211730,42021PR173,1257.374633244811093,0
14639,42021175,420211255,1364.253520083571630,0
14640,42021175,420211265,929.801577730568624,0
14641,42021175,420211930,950.209486185561332,0
14642,420211760,420211290,1127.679082156236746,0
14643,420211760,420211360,5386.831918871856033,0
14644,420211760,420211380,1750.089852928173059,0
14645,420211760,420211765,4064.393641712386398,0
14646,420211760,420212010,4625.149112406140375,0
14647,420211760,42021210,2164.098735652359210,0
14648,420211760,42021220,3088.281317899391070,0
14649,420211760,42021350,7096.616484999254681,0
14650,420211760,42021370,1090.158384722703431,0
14651,420211765,42009380,6854.336816048993569,0
14652,420211765,42013580,17.141433628613747,0
14653,420211765,4202110,9412.450466100672202,0
14654,420211765,420211380,8478.469442396291925,0
14655,420211765,420211760,4064.393641712386398,0
14656,420211765,42021370,3358.499860584131966,0
14657,420211770,42021350,2657.733141167276699,0
14658,420211770,42021365,221.053558709229009,0
14659,420211770,42021550,1048.153527341082281,0
14660,420211785,42021130,1510.212917652993156,0
14661,420211785,420211331,2324.098959480811118,0
14662,420211785,420211333,2203.599109359150134,0
14663,420211785,420211337,1760.643252523574802,0
14664,420211785,42021140,2033.759018822272992,0
14665,420211785,420211800,5995.117155118799019,0
14666,420211785,42021560,6507.336683302081838,0
14667,420211785,42021695,1440.812595529227110,0
14668,420211785,42033110,7521.985158197075179,0
14669,420211785,42063200,1705.603143344554610,0
14670,420211785,42063365,6927.678621782451046,0
14671,420211800,420211333,898.589195509109118,0
14672,420211800,420211335,1107.910874244866136,0
14673,420211800,420211339,3555.193762150702241,0
14674,420211800,420211785,5995.117155118799019,0
14675,420211800,420211900,3611.697735624657980,0
14676,420211800,42021560,2491.086346161274832,0
14677,420211800,42021695,862.724816162800039,0
14678,420211820,4201340,1731.873502744864709,0
14679,420211820,42021610,1219.776567418624381,0
14680,420211820,42021635,604.301104628738472,0
14681,420211820,42021645,504.108392648547351,0
14682,420211830,420211240,4700.526768364685267,0
14683,420211830,420211850,7954.243581210968841,0
14684,420211830,420211870,803.613958772501178,0
14685,420211830,420211960,1666.876888383695132,0
14686,420211830,420211980,1243.232485502378040,0
14687,420211830,42111130,9387.315526203285117,0
14688,420211830,421292710,294.156444745132490,0
14689,420211830,42129480,3713.771134187442385,0
14690,420211830,42129500,516.155285887366404,0
14691,420211840,420211870,2965.397415384661599,0
14692,420211840,42021580,543.174591788372481,0
14693,420211840,42021880,1211.416013497154154,0
14694,420211850,420211830,7954.243581210968841,0
14695,420211850,420211870,3807.451044230966545,0
14696,420211850,42111130,722.000570866867633,0
14697,420211860,420211650,639.817494888326792,0
14698,420211860,420211670,305.646356380987584,0
14699,420211860,420211870,1191.895137010841154,0
14700,420211860,420211960,228.906059183887834,0
14701,420211860,420211970,626.147779306381267,0
14702,420211870,420211650,1442.129382389945476,0
14703,420211870,420211660,714.648171007424480,0
14704,420211870,420211710,408.601003804945719,0
14705,420211870,420211830,803.613958772501178,0
14706,420211870,420211840,2965.397415384661599,0
14707,420211870,420211850,3807.451044230966545,0
14708,420211870,420211860,1191.895137010841154,0
14709,420211870,420211960,1145.720289445226172,0
14710,420211870,42021580,1006.410452888322197,0
14711,420211870,42021880,966.825662295663392,0
14712,420211870,42111130,327.346336773807025,0
14713,420211870,42111150,596.734122862377376,0
14714,420211880,42021165,1530.723624464611021,0
14715,420211880,42021720,3617.007940078722640,0
14716,420211880,42063110,177.530453498614918,0
14717,420211880,42063310,238.514690757905441,0
14718,420211890,42013690,3854.915171944413487,0
14719,420211890,420211200,2512.884984272327983,0
14720,420211890,420211210,2810.006222250985957,0
14721,420211890,420211290,2433.857142776646469,0
14722,420211890,420211360,5301.664464558929467,0
14723,420211890,420211370,5145.267778435089895,0
14724,420211890,42021250,1041.385815063861855,0
14725,420211890,42021325,7696.566456454494073,0
14726,42021190,42021140,1063.159567421912925,0
14727,42021190,42021155,362.764502611073681,0
14728,42021190,42021210,6445.906445123952835,0
14729,420211900,420211339,377.274366000021018,0
14730,420211900,42021140,4941.861620254381705,0
14731,420211900,420211800,3611.697735624657980,0
14732,420211900,420211910,2884.295315817938899,0
14733,420211900,42021235,2079.927256754937389,0
14734,420211900,42021430,3324.940809098270620,0
14735,420211900,42021440,2333.843929427170679,0
14736,420211900,42021560,1943.034963781944498,0
14737,420211910,42021140,2255.634366510692871,0
14738,420211910,420211900,2884.295315817938899,0
14739,420211910,42021210,862.764666998167741,0
14740,420211910,42021440,3146.095137115193666,0
14741,420211920,420211015,707.647189736037603,0
14742,420211920,420211145,688.255949493344133,0
14743,420211920,420211165,635.149096849870944,0
14744,420211920,420211190,2260.040720341823544,0
14745,420211920,420211240,5040.392083313277908,0
14746,420211920,420211280,7463.697363834215139,0
14747,420211920,42021730,6688.094362953259406,0
14748,420211920,42021990,140.383548333577892,0
14749,420211930,420211255,547.275182561906490,0
14750,420211930,420211265,1195.301383538908112,0
14751,420211930,42021175,950.209486185561332,0
14752,420211930,420211940,1128.226987496030006,0
14753,420211930,420211950,306.232078238985025,0
14754,420211930,42021711,362.087127605208707,0
14755,420211930,42021745,1170.615022772401062,0
14756,420211930,42021785,444.444534899198914,0
14757,420211940,420211660,1791.425183996643000,0
14758,420211940,420211670,155.473750119808187,0
14759,420211940,420211930,1128.226987496030006,0
14760,420211940,420211950,443.686729188906952,0
14761,420211940,42021785,869.320195120983726,0
14762,420211940,42021805,396.823928108649170,0
14763,420211950,420211265,3909.347992311392773,0
14764,420211950,420211670,498.621943947464274,0
14765,420211950,420211930,306.232078238985025,0
14766,420211950,420211940,443.686729188906952,0
14767,420211950,420211960,0.000000000000000,1
14768,420211950,420211970,1057.350949779873872,0
14769,420211950,420211980,564.486623306375122,0
14770,420211960,420211830,1666.876888383695132,0
14771,420211960,420211860,228.906059183887834,0
14772,420211960,420211870,1145.720289445226172,0
14773,420211960,420211950,0.000000000000000,1
14774,420211960,420211970,377.115485026378110,0
14775,420211960,420211980,1809.165479132700057,0
14776,420211970,420211670,878.676698923827757,0
14777,420211970,420211860,626.147779306381267,0
14778,420211970,420211950,1057.350949779873872,0
14779,420211970,420211960,377.115485026378110,0
14780,420211970,420211980,0.000000000000000,1
14781,420211980,420211240,126.176772608491603,0
14782,420211980,420211255,2196.235232336517583,0
